path,class,abs_x/img_width,abs_y/img_height,abs_width/img_width,abs_height/img_height
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.28958333333333336,0.6101851851851852,0.008333333333333333,0.018518518518518517
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.3083333333333333,0.575,0.008333333333333333,0.018518518518518517
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.3807291666666667,0.5375,0.008333333333333333,0.023148148148148147
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.37864583333333335,0.4625,0.010416666666666666,0.01574074074074074
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.39557291666666666,0.4365740740740741,0.01197916666666667,0.017592592592592594
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.4109375,0.4050925925925926,0.00625,0.021296296296296296
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.4609375,0.32685185185185184,0.01145833333333333,0.016666666666666666
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.4963541666666666,0.2606481481481481,0.0125,0.013888888888888888
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.32135416666666666,0.9550925925925926,0.008333333333333333,0.019444444444444445
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.44557291666666665,0.9152777777777776,0.005729166666666665,0.021296296296296296
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.4697916666666666,0.711574074074074,0.010416666666666666,0.01574074074074074
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.5830729166666667,0.987037037037037,0.008854166666666666,0.014814814814814815
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.59765625,0.961574074074074,0.0109375,0.017592592592592594
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.6208333333333333,0.9162037037037036,0.01145833333333333,0.017592592592592594
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.6473958333333333,0.9083333333333332,0.01145833333333333,0.02037037037037037
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.64375,0.8662037037037037,0.010416666666666666,0.017592592592592594
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.6596354166666667,0.8513888888888889,0.01197916666666667,0.01574074074074074
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.6635416666666667,0.8300925925925926,0.01145833333333333,0.017592592592592594
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.6981770833333333,0.7486111111111111,0.0109375,0.026851851851851846
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.7119791666666667,0.725,0.01145833333333333,0.014814814814814815
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.7255208333333333,0.7023148148148148,0.01145833333333333,0.021296296296296296
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.7518229166666667,0.6606481481481481,0.015104166666666669,0.021296296296296296
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.8059895833333334,0.5847222222222223,0.0109375,0.01574074074074074
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.8528645833333334,0.5208333333333334,0.013020833333333334,0.013888888888888888
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.8911458333333333,0.4796296296296296,0.010416666666666666,0.018518518518518517
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.9502604166666668,0.3787037037037037,0.013020833333333334,0.014814814814814815
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.9309895833333334,0.32453703703703696,0.013020833333333334,0.012037037037037035
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.9552083333333332,0.2949074074074074,0.010416666666666666,0.017592592592592594
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame14.jpg,0,0.9817708333333334,0.2638888888888889,0.010416666666666666,0.024074074074074074
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame574.jpg,0,0.30703125,0.5787037037037037,0.008854166666666666,0.018518518518518517
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame574.jpg,0,0.32734375,0.5402777777777777,0.0078125,0.021296296296296296
/home/dexter/Desktop/blackbuck/LEK_ANNOTATION/still_images/frame574.jpg,0,0.353125,0.5018518518518519,0.01145833333333333,0.014814814814814815
